alpha_j,xi_j,alpha_a,xi_a,alpha_A,xi_A,alpha_i,xi_i,alpha_e,xi_e
63.99612710722046,0.7142184857825765,64.48495395928718,0.6717807964597047,57.965751705088,0.7982189275338543,47.567046783373726,0.5748985975893401,44.77777106475072,0.4756017069869263
63.4819174451857,0.7215294482837276,64.13319532567184,0.656277930327791,57.45056969575661,0.7883733621789029,47.469803019124875,0.6751373571458841,44.8233369982286,0.45410958179011174
62.96771173578222,0.7289101527680337,64.03187618681787,0.10677457416951719,56.935379781162645,0.7783883128576415,47.42967505930566,0.6274839650518753,44.72294121757087,0.5105253016036502
62.453549505322904,0.7370580190670435,63.781361380313925,0.6394462303382653,56.42011476657422,0.7670781658564374,47.475654042753035,0.6132798770947465,44.802307682237384,0.49579783758157125
61.93942284854517,0.7458335632144472,63.68190873041989,0.12287603493977506,55.90482208356679,0.7552798249731492,NaN,NaN,44.712045394164804,0.5541253242692756
61.42526457071714,0.7540511714966118,63.429544515969795,0.6229159153473733,55.389481968983915,0.7426445802920021,NaN,NaN,44.66395768192575,0.5311220642132713
60.911141866570695,0.7628964576271705,63.355363225958044,0.13950597192414727,54.87409442282559,0.7291724318129964,NaN,NaN,48.84953110881178,0.9220933662314071
60.396983588742664,0.7711140659093352,63.12446518736667,0.6055657462023096,54.35859225035995,0.713677765822499,NaN,NaN,49.07707091657341,0.9369068631811565
59.882884600383946,0.7803778039388232,63.05217419621283,0.15550907596120445,53.84307031473786,0.6978343899162271,NaN,NaN,49.417853915697904,0.9498335588443226
59.3687935172878,0.789781025934621,62.866278521165995,0.5901328466633922,53.32751675806548,0.6814330781447162,NaN,NaN,49.702067990392756,0.9646330101269261
58.8547459131358,0.7999514097451226,62.7958165442631,0.17234811676082584,52.8119315803428,0.664473830507966,NaN,NaN,49.92918642814002,0.9720116672675092
58.34060739846421,0.8085177279430616,62.60796431672914,0.5724496058013437,52.31976930036444,0.6480597473455851,NaN,NaN,NaN,NaN
57.82655584168093,0.8186183697704084,62.56280418673008,0.1883630544322088,51.92128291377053,0.6335493467761517,NaN,NaN,NaN,NaN
57.31248847437251,0.8284400436651355,62.34947909511192,0.5517488618014603,51.49923054417972,0.6159691219421419,NaN,NaN,NaN,NaN
56.798484349164674,0.8393775892903408,62.32989617866303,0.20621918045888077,51.05376462199426,0.598008622608222,NaN,NaN,NaN,NaN
56.2844920818507,0.8505243608650107,62.13791707467938,0.5335042272537653,50.67853589904034,0.581127922538772,NaN,NaN,NaN,NaN
55.770503767168016,0.8617408744228356,62.12046027859983,0.22548875865020013,50.326698848043556,0.5642414252767676,NaN,NaN,NaN,NaN
55.25661031563622,0.8746311955763778,61.94957715832177,0.512261864436171,50.02167956179188,0.5479506700662946,NaN,NaN,NaN,NaN
54.742661527266414,0.8865451289657515,61.957693227897984,0.2427265496776908,49.74008817995082,0.5322934191755206,NaN,NaN,NaN,NaN
54.22875621784076,0.8992262241698291,61.7913150438412,0.4910613656305235,49.48188557147062,0.5165792269712118,NaN,NaN,NaN,NaN
53.714906245253125,0.9128837071380751,61.7648910260929,0.26067502590194425,49.24709927301595,0.5012939626026808,NaN,NaN,NaN,NaN
53.20103255687777,0.9261227382073918,61.66194655113712,0.4725936081836798,49.03562421047172,0.4845836516843932,NaN,NaN,NaN,NaN
52.68718653692142,0.9398499631587927,61.60919499748803,0.28475168676981366,48.84754516777907,0.4679442597550215,NaN,NaN,NaN,NaN
52.173364232752796,0.9539956400091228,61.529935780883775,0.45467448599791616,48.65945525535037,0.45111307737197404,NaN,NaN,NaN,NaN
51.65960912331605,0.9693269305730862,61.47469665190957,0.3054884506594352,48.552138351431715,0.20852134224212338,NaN,NaN,NaN,NaN
51.1692526688184,0.984775634781402,61.43061248084861,0.43567322120199126,48.4946845499719,0.4329974947718659,NaN,NaN,NaN,NaN
50.77225243394434,0.9964875556688431,61.372437653564845,0.4115765002075049,48.32984862617719,0.4137311694497018,NaN,NaN,NaN,NaN
NaN,NaN,61.355309848162754,0.3452166627655896,48.36600499149014,0.2262124415207456,NaN,NaN,NaN,NaN
NaN,NaN,61.40077143217465,0.32188334921348594,48.28198555514962,0.3946915787696671,NaN,NaN,NaN,NaN
NaN,NaN,61.33419792217764,0.3854473111091119,48.203317652185916,0.2448566958751932,NaN,NaN,NaN,NaN
NaN,NaN,61.333241385406154,0.36856975118562885,48.11699020855966,0.37261232679358924,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,48.06445677428043,0.271166771184124,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,48.02220611029462,0.3511549847521014,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,47.97381404544647,0.3227815919931706,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,47.972763304295974,0.3042418481378294,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,47.99527090438857,0.2886370940462982,NaN,NaN,NaN,NaN
